id,category_id,zone_id,status,reported_at,resolved_at,mois,trimestre,jour_semaine,annee,latitude_center,longitude_center,rayon_km,number_of_inhabitants,surface
3914,1,95,rejected,"2023-12-02 19:46:00",,12,4,7,2023,35.69500000,10.59700000,2.00,49130,35
3951,5,95,reported,"2022-09-26 10:37:00",,9,3,2,2022,35.69500000,10.59700000,2.00,49130,35
3975,2,95,reported,"2024-05-22 16:08:00",,5,2,4,2024,35.69500000,10.59700000,2.00,49130,35
4267,2,95,"in progress","2025-03-25 15:13:00",,3,1,3,2025,35.69500000,10.59700000,2.00,49130,35
4291,5,95,rejected,"2025-04-07 16:33:00",,4,2,2,2025,35.69500000,10.59700000,2.00,49130,35
4477,3,95,resolved,"2025-02-02 20:28:00","2025-02-09 20:28:00",2,1,1,2025,35.69500000,10.59700000,2.00,49130,35
4485,6,95,reported,"2024-01-20 09:22:00",,1,1,7,2024,35.69500000,10.59700000,2.00,49130,35
4525,2,95,resolved,"2023-02-04 09:26:00","2023-02-15 09:26:00",2,1,7,2023,35.69500000,10.59700000,2.00,49130,35
4705,3,95,resolved,"2025-04-12 20:49:00","2025-04-18 20:49:00",4,2,7,2025,35.69500000,10.59700000,2.00,49130,35
4866,6,95,resolved,"2022-12-10 09:29:00","2022-12-16 09:29:00",12,4,7,2022,35.69500000,10.59700000,2.00,49130,35
4882,3,95,resolved,"2023-09-10 00:01:00","2023-09-11 00:01:00",9,3,1,2023,35.69500000,10.59700000,2.00,49130,35
5067,2,95,resolved,"2025-01-28 11:24:00","2025-01-31 11:24:00",1,1,3,2025,35.69500000,10.59700000,2.00,49130,35
315,3,96,"in progress","2025-01-27 03:25:00",,1,1,2,2025,35.71000000,10.61500000,2.00,49130,35
449,6,96,reported,"2024-03-16 06:36:00",,3,1,7,2024,35.71000000,10.61500000,2.00,49130,35
720,5,96,resolved,"2024-10-29 14:47:00","2024-11-07 14:47:00",10,4,3,2024,35.71000000,10.61500000,2.00,49130,35
738,4,96,"in progress","2025-04-05 22:45:00",,4,2,7,2025,35.71000000,10.61500000,2.00,49130,35
759,1,96,"in progress","2024-07-03 19:23:00",,7,3,4,2024,35.71000000,10.61500000,2.00,49130,35
1174,6,96,resolved,"2023-07-04 06:04:00","2023-07-18 06:04:00",7,3,3,2023,35.71000000,10.61500000,2.00,49130,35
1297,6,96,resolved,"2024-07-05 06:00:00","2024-07-07 06:00:00",7,3,6,2024,35.71000000,10.61500000,2.00,49130,35
1648,5,96,resolved,"2024-07-11 10:33:00","2024-07-15 10:33:00",7,3,5,2024,35.71000000,10.61500000,2.00,49130,35
1830,5,96,"in progress","2024-01-24 11:10:00",,1,1,4,2024,35.71000000,10.61500000,2.00,49130,35
1869,6,96,resolved,"2023-02-22 18:00:00","2023-02-25 18:00:00",2,1,4,2023,35.71000000,10.61500000,2.00,49130,35
1880,3,96,resolved,"2022-01-25 00:40:00","2022-02-08 00:40:00",1,1,3,2022,35.71000000,10.61500000,2.00,49130,35
2000,3,96,resolved,"2023-11-26 22:53:00","2023-12-01 22:53:00",11,4,1,2023,35.71000000,10.61500000,2.00,49130,35
2471,5,96,rejected,"2025-04-19 15:41:00",,4,2,7,2025,35.71000000,10.61500000,2.00,49130,35
2564,4,96,"in progress","2024-09-28 05:55:00",,9,3,7,2024,35.71000000,10.61500000,2.00,49130,35
2570,2,96,reported,"2024-08-09 17:47:00",,8,3,6,2024,35.71000000,10.61500000,2.00,49130,35
2672,4,96,"in progress","2025-06-09 17:18:00",,6,2,2,2025,35.71000000,10.61500000,2.00,49130,35
2742,6,96,resolved,"2023-08-05 08:21:00","2023-08-14 08:21:00",8,3,7,2023,35.71000000,10.61500000,2.00,49130,35
2751,5,96,resolved,"2024-12-08 16:05:00","2024-12-19 16:05:00",12,4,1,2024,35.71000000,10.61500000,2.00,49130,35
2816,2,96,resolved,"2023-06-29 14:23:00","2023-07-12 14:23:00",6,2,5,2023,35.71000000,10.61500000,2.00,49130,35
3059,5,96,"in progress","2024-10-27 14:53:00",,10,4,1,2024,35.71000000,10.61500000,2.00,49130,35
3169,5,96,reported,"2025-01-17 14:26:00",,1,1,6,2025,35.71000000,10.61500000,2.00,49130,35
3176,5,96,resolved,"2025-06-08 16:27:00","2025-06-17 16:27:00",6,2,1,2025,35.71000000,10.61500000,2.00,49130,35
3263,3,96,resolved,"2022-06-08 21:11:00","2022-06-09 21:11:00",6,2,4,2022,35.71000000,10.61500000,2.00,49130,35
3947,3,96,resolved,"2023-05-03 01:31:00","2023-05-06 01:31:00",5,2,4,2023,35.71000000,10.61500000,2.00,49130,35
4039,6,96,resolved,"2023-02-19 10:22:00","2023-03-04 10:22:00",2,1,1,2023,35.71000000,10.61500000,2.00,49130,35
4179,7,96,resolved,"2023-01-08 22:37:00","2023-01-12 22:37:00",1,1,1,2023,35.71000000,10.61500000,2.00,49130,35
4199,2,96,resolved,"2023-07-20 07:15:00","2023-07-25 07:15:00",7,3,5,2023,35.71000000,10.61500000,2.00,49130,35
4224,5,96,resolved,"2022-02-09 10:56:00","2022-02-23 10:56:00",2,1,4,2022,35.71000000,10.61500000,2.00,49130,35
4244,2,96,resolved,"2023-11-01 09:03:00","2023-11-13 09:03:00",11,4,4,2023,35.71000000,10.61500000,2.00,49130,35
4245,2,96,validated,"2024-04-29 14:02:00",,4,2,2,2024,35.71000000,10.61500000,2.00,49130,35
4539,2,96,resolved,"2024-08-27 17:08:00","2024-09-08 17:08:00",8,3,3,2024,35.71000000,10.61500000,2.00,49130,35
4578,3,96,validated,"2024-05-03 22:12:00",,5,2,6,2024,35.71000000,10.61500000,2.00,49130,35
4658,3,96,resolved,"2023-10-14 05:30:00","2023-10-27 05:30:00",10,4,7,2023,35.71000000,10.61500000,2.00,49130,35
4929,1,96,resolved,"2023-03-10 08:30:00","2023-03-24 08:30:00",3,1,6,2023,35.71000000,10.61500000,2.00,49130,35
5061,5,96,rejected,"2024-06-19 12:47:00",,6,2,4,2024,35.71000000,10.61500000,2.00,49130,35
114,3,97,resolved,"2022-01-04 22:29:00","2022-01-15 22:29:00",1,1,3,2022,36.06000000,10.48000000,2.00,20647,340
197,1,97,"in progress","2024-02-08 17:39:00",,2,1,5,2024,36.06000000,10.48000000,2.00,20647,340
300,4,97,validated,"2025-04-11 04:08:00",,4,2,6,2025,36.06000000,10.48000000,2.00,20647,340
454,4,97,"in progress","2024-09-07 14:58:00",,9,3,7,2024,36.06000000,10.48000000,2.00,20647,340
690,2,97,rejected,"2024-01-14 09:21:00",,1,1,1,2024,36.06000000,10.48000000,2.00,20647,340
1309,1,97,"in progress","2025-01-20 18:24:00",,1,1,2,2025,36.06000000,10.48000000,2.00,20647,340
1350,7,97,rejected,"2025-03-22 18:51:00",,3,1,7,2025,36.06000000,10.48000000,2.00,20647,340
1535,5,97,rejected,"2024-03-27 14:10:00",,3,1,4,2024,36.06000000,10.48000000,2.00,20647,340
1627,2,97,"in progress","2024-04-21 16:25:00",,4,2,1,2024,36.06000000,10.48000000,2.00,20647,340
1946,6,97,resolved,"2024-01-07 17:39:00","2024-01-12 17:39:00",1,1,1,2024,36.06000000,10.48000000,2.00,20647,340
1958,4,97,reported,"2024-08-10 14:45:00",,8,3,7,2024,36.06000000,10.48000000,2.00,20647,340
2069,1,97,resolved,"2024-04-23 14:30:00","2024-04-25 14:30:00",4,2,3,2024,36.06000000,10.48000000,2.00,20647,340
2110,3,97,resolved,"2024-09-30 03:27:00","2024-10-04 03:27:00",9,3,2,2024,36.06000000,10.48000000,2.00,20647,340
2196,2,97,resolved,"2024-01-25 11:50:00","2024-01-29 11:50:00",1,1,5,2024,36.06000000,10.48000000,2.00,20647,340
2464,6,97,rejected,"2025-04-04 16:58:00",,4,2,6,2025,36.06000000,10.48000000,2.00,20647,340
2634,3,97,rejected,"2022-02-21 20:04:00",,2,1,2,2022,36.06000000,10.48000000,2.00,20647,340
2699,2,97,resolved,"2023-03-23 12:49:00","2023-03-28 12:49:00",3,1,5,2023,36.06000000,10.48000000,2.00,20647,340
2829,6,97,resolved,"2024-05-20 12:10:00","2024-05-22 12:10:00",5,2,2,2024,36.06000000,10.48000000,2.00,20647,340
2837,4,97,reported,"2025-06-13 06:08:00",,6,2,6,2025,36.06000000,10.48000000,2.00,20647,340
2847,3,97,rejected,"2024-05-10 02:52:00",,5,2,6,2024,36.06000000,10.48000000,2.00,20647,340
2880,3,97,reported,"2024-07-28 21:48:00",,7,3,1,2024,36.06000000,10.48000000,2.00,20647,340
3027,7,97,"in progress","2025-01-13 07:22:00",,1,1,2,2025,36.06000000,10.48000000,2.00,20647,340
3057,6,97,resolved,"2023-11-19 08:03:00","2023-11-30 08:03:00",11,4,1,2023,36.06000000,10.48000000,2.00,20647,340
3295,4,97,resolved,"2024-01-26 23:25:00","2024-02-08 23:25:00",1,1,6,2024,36.06000000,10.48000000,2.00,20647,340
3749,3,97,reported,"2025-03-20 23:25:00",,3,1,5,2025,36.06000000,10.48000000,2.00,20647,340
3870,6,97,resolved,"2023-01-02 07:03:00","2023-01-05 07:03:00",1,1,2,2023,36.06000000,10.48000000,2.00,20647,340
3949,2,97,resolved,"2023-11-08 18:33:00","2023-11-18 18:33:00",11,4,4,2023,36.06000000,10.48000000,2.00,20647,340
3969,6,97,resolved,"2025-04-14 06:30:00","2025-04-24 06:30:00",4,2,2,2025,36.06000000,10.48000000,2.00,20647,340
4032,4,97,rejected,"2022-06-12 03:24:00",,6,2,1,2022,36.06000000,10.48000000,2.00,20647,340
4060,5,97,rejected,"2024-07-19 09:20:00",,7,3,6,2024,36.06000000,10.48000000,2.00,20647,340
4238,4,97,resolved,"2023-02-08 15:14:00","2023-02-12 15:14:00",2,1,4,2023,36.06000000,10.48000000,2.00,20647,340
4410,6,97,reported,"2023-03-26 07:58:00",,3,1,1,2023,36.06000000,10.48000000,2.00,20647,340
4450,1,97,"in progress","2025-03-04 21:42:00",,3,1,3,2025,36.06000000,10.48000000,2.00,20647,340
4479,6,97,reported,"2023-02-08 17:20:00",,2,1,4,2023,36.06000000,10.48000000,2.00,20647,340
4484,4,97,resolved,"2023-01-08 07:37:00","2023-01-21 07:37:00",1,1,1,2023,36.06000000,10.48000000,2.00,20647,340
4533,4,97,resolved,"2022-12-13 21:39:00","2022-12-23 21:39:00",12,4,3,2022,36.06000000,10.48000000,2.00,20647,340
5005,4,97,"in progress","2025-03-10 15:37:00",,3,1,2,2025,36.06000000,10.48000000,2.00,20647,340
5011,6,97,resolved,"2023-04-03 07:59:00","2023-04-11 07:59:00",4,2,2,2023,36.06000000,10.48000000,2.00,20647,340
57,1,98,reported,"2024-10-07 15:47:00",,10,4,2,2024,36.07600000,10.47800000,2.50,20647,340
75,1,98,"in progress","2025-01-08 14:30:00",,1,1,4,2025,36.07600000,10.47800000,2.50,20647,340
94,1,98,resolved,"2022-12-12 17:03:00","2022-12-14 17:03:00",12,4,2,2022,36.07600000,10.47800000,2.50,20647,340
410,3,98,reported,"2024-06-24 20:12:00",,6,2,2,2024,36.07600000,10.47800000,2.50,20647,340
528,2,98,resolved,"2023-03-29 07:30:00","2023-04-10 07:30:00",3,1,4,2023,36.07600000,10.47800000,2.50,20647,340
707,1,98,rejected,"2022-02-05 12:28:00",,2,1,7,2022,36.07600000,10.47800000,2.50,20647,340
750,4,98,resolved,"2022-12-13 20:39:00","2022-12-14 20:39:00",12,4,3,2022,36.07600000,10.47800000,2.50,20647,340
775,1,98,reported,"2024-07-06 20:25:00",,7,3,7,2024,36.07600000,10.47800000,2.50,20647,340
782,4,98,resolved,"2025-01-13 07:43:00","2025-01-24 07:43:00",1,1,2,2025,36.07600000,10.47800000,2.50,20647,340
829,3,98,resolved,"2023-01-20 23:33:00","2023-02-02 23:33:00",1,1,6,2023,36.07600000,10.47800000,2.50,20647,340
1229,2,98,resolved,"2023-08-25 15:47:00","2023-08-27 15:47:00",8,3,6,2023,36.07600000,10.47800000,2.50,20647,340
1275,7,98,validated,"2024-07-04 13:40:00",,7,3,5,2024,36.07600000,10.47800000,2.50,20647,340
1422,1,98,rejected,"2025-04-10 23:07:00",,4,2,5,2025,36.07600000,10.47800000,2.50,20647,340
1666,4,98,resolved,"2022-05-20 11:35:00","2022-05-26 11:35:00",5,2,6,2022,36.07600000,10.47800000,2.50,20647,340
1689,1,98,validated,"2024-12-07 22:05:00",,12,4,7,2024,36.07600000,10.47800000,2.50,20647,340
1978,7,98,resolved,"2025-03-17 16:58:00","2025-03-31 16:58:00",3,1,2,2025,36.07600000,10.47800000,2.50,20647,340
1980,5,98,resolved,"2022-10-08 11:49:00","2022-10-21 11:49:00",10,4,7,2022,36.07600000,10.47800000,2.50,20647,340
2271,3,98,resolved,"2023-08-29 23:16:00","2023-09-11 23:16:00",8,3,3,2023,36.07600000,10.47800000,2.50,20647,340
2292,4,98,resolved,"2024-02-22 20:08:00","2024-03-04 20:08:00",2,1,5,2024,36.07600000,10.47800000,2.50,20647,340
2300,6,98,reported,"2024-07-08 14:00:00",,7,3,2,2024,36.07600000,10.47800000,2.50,20647,340
2412,4,98,validated,"2024-08-17 04:28:00",,8,3,7,2024,36.07600000,10.47800000,2.50,20647,340
2759,1,98,resolved,"2022-07-28 09:35:00","2022-08-04 09:35:00",7,3,5,2022,36.07600000,10.47800000,2.50,20647,340
3172,2,98,resolved,"2023-05-29 13:06:00","2023-06-02 13:06:00",5,2,2,2023,36.07600000,10.47800000,2.50,20647,340
3230,1,98,rejected,"2024-06-07 12:50:00",,6,2,6,2024,36.07600000,10.47800000,2.50,20647,340
3354,5,98,"in progress","2025-01-31 08:19:00",,1,1,6,2025,36.07600000,10.47800000,2.50,20647,340
3848,5,98,resolved,"2023-12-27 14:18:00","2024-01-01 14:18:00",12,4,4,2023,36.07600000,10.47800000,2.50,20647,340
3885,2,98,validated,"2024-09-19 19:52:00",,9,3,5,2024,36.07600000,10.47800000,2.50,20647,340
3898,2,98,resolved,"2023-02-01 18:17:00","2023-02-06 18:17:00",2,1,4,2023,36.07600000,10.47800000,2.50,20647,340
3942,4,98,resolved,"2024-10-11 20:42:00","2024-10-22 20:42:00",10,4,6,2024,36.07600000,10.47800000,2.50,20647,340
4005,4,98,reported,"2024-04-23 11:41:00",,4,2,3,2024,36.07600000,10.47800000,2.50,20647,340
4138,3,98,rejected,"2025-01-03 23:03:00",,1,1,6,2025,36.07600000,10.47800000,2.50,20647,340
4530,2,98,"in progress","2024-10-09 16:34:00",,10,4,4,2024,36.07600000,10.47800000,2.50,20647,340
4542,5,98,resolved,"2024-01-15 12:45:00","2024-01-29 12:45:00",1,1,2,2024,36.07600000,10.47800000,2.50,20647,340
4545,1,98,resolved,"2023-10-19 09:55:00","2023-10-26 09:55:00",10,4,5,2023,36.07600000,10.47800000,2.50,20647,340
4551,4,98,rejected,"2025-03-10 16:37:00",,3,1,2,2025,36.07600000,10.47800000,2.50,20647,340
4647,3,98,reported,"2024-07-13 19:35:00",,7,3,7,2024,36.07600000,10.47800000,2.50,20647,340
4663,5,98,resolved,"2022-02-14 11:20:00","2022-02-18 11:20:00",2,1,2,2022,36.07600000,10.47800000,2.50,20647,340
4698,5,98,resolved,"2024-11-18 10:19:00","2024-11-19 10:19:00",11,4,2,2024,36.07600000,10.47800000,2.50,20647,340
67,2,99,"in progress","2024-06-03 17:35:00",,6,2,2,2024,36.04400000,10.48200000,2.50,20647,340
192,4,99,resolved,"2024-01-14 19:49:00","2024-01-21 19:49:00",1,1,1,2024,36.04400000,10.48200000,2.50,20647,340
249,4,99,resolved,"2023-12-06 08:23:00","2023-12-08 08:23:00",12,4,4,2023,36.04400000,10.48200000,2.50,20647,340
331,3,99,resolved,"2024-07-18 05:42:00","2024-07-26 05:42:00",7,3,5,2024,36.04400000,10.48200000,2.50,20647,340
510,4,99,resolved,"2022-08-29 21:15:00","2022-09-11 21:15:00",8,3,2,2022,36.04400000,10.48200000,2.50,20647,340
636,6,99,resolved,"2025-03-27 16:24:00","2025-04-02 16:24:00",3,1,5,2025,36.04400000,10.48200000,2.50,20647,340
676,3,99,"in progress","2023-02-27 02:27:00",,2,1,2,2023,36.04400000,10.48200000,2.50,20647,340
1066,4,99,resolved,"2023-11-13 20:56:00","2023-11-22 20:56:00",11,4,2,2023,36.04400000,10.48200000,2.50,20647,340
1220,7,99,"in progress","2024-11-12 20:13:00",,11,4,3,2024,36.04400000,10.48200000,2.50,20647,340
1236,5,99,resolved,"2022-10-23 16:46:00","2022-10-26 16:46:00",10,4,1,2022,36.04400000,10.48200000,2.50,20647,340
1334,4,99,"in progress","2024-04-10 20:40:00",,4,2,4,2024,36.04400000,10.48200000,2.50,20647,340
1440,6,99,resolved,"2023-09-23 09:48:00","2023-09-26 09:48:00",9,3,7,2023,36.04400000,10.48200000,2.50,20647,340
1595,7,99,resolved,"2022-10-05 12:44:00","2022-10-18 12:44:00",10,4,4,2022,36.04400000,10.48200000,2.50,20647,340
1691,2,99,resolved,"2024-01-07 16:52:00","2024-01-16 16:52:00",1,1,1,2024,36.04400000,10.48200000,2.50,20647,340
1702,2,99,resolved,"2022-07-22 19:34:00","2022-08-04 19:34:00",7,3,6,2022,36.04400000,10.48200000,2.50,20647,340
1809,2,99,"in progress","2024-05-29 06:00:00",,5,2,4,2024,36.04400000,10.48200000,2.50,20647,340
1915,6,99,rejected,"2025-03-24 08:12:00",,3,1,2,2025,36.04400000,10.48200000,2.50,20647,340
1940,3,99,"in progress","2024-11-25 20:53:00",,11,4,2,2024,36.04400000,10.48200000,2.50,20647,340
1982,3,99,resolved,"2024-01-09 19:35:00","2024-01-19 19:35:00",1,1,3,2024,36.04400000,10.48200000,2.50,20647,340
2011,4,99,resolved,"2025-02-07 20:42:00","2025-02-09 20:42:00",2,1,6,2025,36.04400000,10.48200000,2.50,20647,340
2045,5,99,resolved,"2022-07-04 11:09:00","2022-07-07 11:09:00",7,3,2,2022,36.04400000,10.48200000,2.50,20647,340
2126,2,99,reported,"2024-09-19 17:52:00",,9,3,5,2024,36.04400000,10.48200000,2.50,20647,340
2358,4,99,resolved,"2023-10-30 12:30:00","2023-11-13 12:30:00",10,4,2,2023,36.04400000,10.48200000,2.50,20647,340
2363,4,99,resolved,"2025-02-22 18:51:00","2025-02-23 18:51:00",2,1,7,2025,36.04400000,10.48200000,2.50,20647,340
2789,6,99,resolved,"2023-01-18 09:12:00","2023-01-25 09:12:00",1,1,4,2023,36.04400000,10.48200000,2.50,20647,340
3103,5,99,"in progress","2024-03-25 14:39:00",,3,1,2,2024,36.04400000,10.48200000,2.50,20647,340
3207,6,99,reported,"2025-02-08 05:42:00",,2,1,7,2025,36.04400000,10.48200000,2.50,20647,340
3322,5,99,resolved,"2024-03-04 10:48:00","2024-03-05 10:48:00",3,1,2,2024,36.04400000,10.48200000,2.50,20647,340
3414,5,99,resolved,"2024-01-10 15:58:00","2024-01-21 15:58:00",1,1,4,2024,36.04400000,10.48200000,2.50,20647,340
3632,5,99,resolved,"2024-07-21 14:37:00","2024-08-04 14:37:00",7,3,1,2024,36.04400000,10.48200000,2.50,20647,340
3661,5,99,"in progress","2024-07-19 13:20:00",,7,3,6,2024,36.04400000,10.48200000,2.50,20647,340
3741,6,99,reported,"2024-08-18 09:21:00",,8,3,1,2024,36.04400000,10.48200000,2.50,20647,340
3956,7,99,reported,"2025-03-03 10:09:00",,3,1,2,2025,36.04400000,10.48200000,2.50,20647,340
4185,7,99,resolved,"2024-09-15 17:46:00","2024-09-27 17:46:00",9,3,1,2024,36.04400000,10.48200000,2.50,20647,340
4320,6,99,reported,"2024-01-03 09:00:00",,1,1,4,2024,36.04400000,10.48200000,2.50,20647,340
4507,1,99,"in progress","2025-01-15 16:46:00",,1,1,4,2025,36.04400000,10.48200000,2.50,20647,340
4562,7,99,"in progress","2024-07-04 08:40:00",,7,3,5,2024,36.04400000,10.48200000,2.50,20647,340
4775,6,99,resolved,"2024-09-20 08:10:00","2024-09-27 08:10:00",9,3,6,2024,36.04400000,10.48200000,2.50,20647,340
4798,4,99,resolved,"2022-05-25 20:29:00","2022-05-27 20:29:00",5,2,4,2022,36.04400000,10.48200000,2.50,20647,340
5130,3,99,resolved,"2025-03-29 19:19:00","2025-03-30 19:19:00",3,1,7,2025,36.04400000,10.48200000,2.50,20647,340
127,2,100,"in progress","2024-01-07 08:12:00",,1,1,1,2024,35.69500000,10.56000000,2.00,15491,85
174,4,100,resolved,"2024-11-11 01:15:00","2024-11-12 01:15:00",11,4,2,2024,35.69500000,10.56000000,2.00,15491,85
187,2,100,"in progress","2025-02-26 07:26:00",,2,1,4,2025,35.69500000,10.56000000,2.00,15491,85
369,7,100,reported,"2025-04-02 19:03:00",,4,2,4,2025,35.69500000,10.56000000,2.00,15491,85
413,3,100,validated,"2025-02-17 19:55:00",,2,1,2,2025,35.69500000,10.56000000,2.00,15491,85
503,2,100,reported,"2024-09-21 13:14:00",,9,3,7,2024,35.69500000,10.56000000,2.00,15491,85
559,6,100,resolved,"2022-12-15 06:37:00","2022-12-17 06:37:00",12,4,5,2022,35.69500000,10.56000000,2.00,15491,85
696,2,100,resolved,"2024-05-27 02:23:00","2024-06-10 02:23:00",5,2,2,2024,35.69500000,10.56000000,2.00,15491,85
1128,4,100,resolved,"2023-08-30 16:02:00","2023-09-09 16:02:00",8,3,4,2023,35.69500000,10.56000000,2.00,15491,85
1179,2,100,reported,"2025-03-14 18:22:00",,3,1,6,2025,35.69500000,10.56000000,2.00,15491,85
1353,2,100,resolved,"2024-03-16 18:08:00","2024-03-24 18:08:00",3,1,7,2024,35.69500000,10.56000000,2.00,15491,85
1406,5,100,resolved,"2025-01-04 09:30:00","2025-01-11 09:30:00",1,1,7,2025,35.69500000,10.56000000,2.00,15491,85
1469,2,100,"in progress","2025-03-20 09:04:00",,3,1,5,2025,35.69500000,10.56000000,2.00,15491,85
1478,5,100,resolved,"2022-10-01 18:09:00","2022-10-11 18:09:00",10,4,7,2022,35.69500000,10.56000000,2.00,15491,85
1494,2,100,resolved,"2023-07-09 00:30:00","2023-07-18 00:30:00",7,3,1,2023,35.69500000,10.56000000,2.00,15491,85
1619,1,100,reported,"2025-01-24 10:25:00",,1,1,6,2025,35.69500000,10.56000000,2.00,15491,85
1639,1,100,validated,"2025-03-28 12:35:00",,3,1,6,2025,35.69500000,10.56000000,2.00,15491,85
1777,4,100,reported,"2024-06-01 01:16:00",,6,2,7,2024,35.69500000,10.56000000,2.00,15491,85
1916,4,100,resolved,"2023-05-15 18:39:00","2023-05-17 18:39:00",5,2,2,2023,35.69500000,10.56000000,2.00,15491,85
1938,4,100,"in progress","2023-07-26 13:39:00",,7,3,4,2023,35.69500000,10.56000000,2.00,15491,85
2021,1,100,resolved,"2024-06-27 12:58:00","2024-07-01 12:58:00",6,2,5,2024,35.69500000,10.56000000,2.00,15491,85
2028,7,100,reported,"2024-07-31 17:17:00",,7,3,4,2024,35.69500000,10.56000000,2.00,15491,85
2079,1,100,reported,"2024-09-30 14:01:00",,9,3,2,2024,35.69500000,10.56000000,2.00,15491,85
2174,5,100,resolved,"2024-10-14 11:06:00","2024-10-19 11:06:00",10,4,2,2024,35.69500000,10.56000000,2.00,15491,85
2382,4,100,reported,"2025-03-09 04:57:00",,3,1,1,2025,35.69500000,10.56000000,2.00,15491,85
2384,6,100,rejected,"2023-10-18 06:50:00",,10,4,4,2023,35.69500000,10.56000000,2.00,15491,85
2615,2,100,resolved,"2025-04-28 09:07:00","2025-04-30 09:07:00",4,2,2,2025,35.69500000,10.56000000,2.00,15491,85
2687,7,100,resolved,"2023-10-01 07:53:00","2023-10-12 07:53:00",10,4,1,2023,35.69500000,10.56000000,2.00,15491,85
2822,4,100,reported,"2025-01-05 05:34:00",,1,1,1,2025,35.69500000,10.56000000,2.00,15491,85
2928,1,100,rejected,"2023-10-19 15:27:00",,10,4,5,2023,35.69500000,10.56000000,2.00,15491,85
3025,3,100,"in progress","2025-01-09 21:24:00",,1,1,5,2025,35.69500000,10.56000000,2.00,15491,85
3184,6,100,reported,"2024-07-13 14:39:00",,7,3,7,2024,35.69500000,10.56000000,2.00,15491,85
3305,4,100,resolved,"2022-03-07 13:33:00","2022-03-16 13:33:00",3,1,2,2022,35.69500000,10.56000000,2.00,15491,85
3352,4,100,resolved,"2022-04-05 02:08:00","2022-04-13 02:08:00",4,2,3,2022,35.69500000,10.56000000,2.00,15491,85
3390,7,100,resolved,"2023-02-10 18:24:00","2023-02-17 18:24:00",2,1,6,2023,35.69500000,10.56000000,2.00,15491,85
3458,4,100,rejected,"2025-01-03 07:32:00",,1,1,6,2025,35.69500000,10.56000000,2.00,15491,85
3765,5,100,resolved,"2024-11-25 18:44:00","2024-12-08 18:44:00",11,4,2,2024,35.69500000,10.56000000,2.00,15491,85
3995,6,100,resolved,"2024-01-06 09:33:00","2024-01-09 09:33:00",1,1,7,2024,35.69500000,10.56000000,2.00,15491,85
4415,1,100,"in progress","2024-07-24 18:17:00",,7,3,4,2024,35.69500000,10.56000000,2.00,15491,85
5013,7,100,"in progress","2025-01-06 08:02:00",,1,1,2,2025,35.69500000,10.56000000,2.00,15491,85
5055,7,100,resolved,"2023-04-24 15:12:00","2023-05-02 15:12:00",4,2,2,2023,35.69500000,10.56000000,2.00,15491,85
5110,4,100,"in progress","2025-02-22 09:59:00",,2,1,7,2025,35.69500000,10.56000000,2.00,15491,85
86,2,101,resolved,"2023-11-28 08:19:00","2023-11-30 08:19:00",11,4,3,2023,35.71000000,10.55800000,2.00,15491,85
328,2,101,resolved,"2023-06-17 19:38:00","2023-06-26 19:38:00",6,2,7,2023,35.71000000,10.55800000,2.00,15491,85
382,2,101,rejected,"2023-06-05 08:01:00",,6,2,2,2023,35.71000000,10.55800000,2.00,15491,85
404,3,101,resolved,"2024-01-14 05:56:00","2024-01-26 05:56:00",1,1,1,2024,35.71000000,10.55800000,2.00,15491,85
540,4,101,"in progress","2025-03-04 05:52:00",,3,1,3,2025,35.71000000,10.55800000,2.00,15491,85
860,2,101,resolved,"2022-07-11 10:38:00","2022-07-13 10:38:00",7,3,2,2022,35.71000000,10.55800000,2.00,15491,85
1112,5,101,resolved,"2022-10-13 10:48:00","2022-10-14 10:48:00",10,4,5,2022,35.71000000,10.55800000,2.00,15491,85
1239,7,101,resolved,"2022-10-14 12:54:00","2022-10-17 12:54:00",10,4,6,2022,35.71000000,10.55800000,2.00,15491,85
1481,4,101,reported,"2025-02-06 11:37:00",,2,1,5,2025,35.71000000,10.55800000,2.00,15491,85
1580,2,101,rejected,"2024-12-03 12:38:00",,12,4,3,2024,35.71000000,10.55800000,2.00,15491,85
1808,4,101,"in progress","2024-11-10 20:15:00",,11,4,1,2024,35.71000000,10.55800000,2.00,15491,85
1813,5,101,resolved,"2023-10-25 13:31:00","2023-10-30 13:31:00",10,4,4,2023,35.71000000,10.55800000,2.00,15491,85
2164,6,101,reported,"2025-04-17 07:12:00",,4,2,5,2025,35.71000000,10.55800000,2.00,15491,85
2533,1,101,"in progress","2024-08-16 22:19:00",,8,3,6,2024,35.71000000,10.55800000,2.00,15491,85
2591,6,101,resolved,"2025-03-08 10:29:00","2025-03-22 10:29:00",3,1,7,2025,35.71000000,10.55800000,2.00,15491,85
2673,4,101,reported,"2025-03-22 06:30:00",,3,1,7,2025,35.71000000,10.55800000,2.00,15491,85
2755,4,101,resolved,"2022-09-04 12:51:00","2022-09-14 12:51:00",9,3,1,2022,35.71000000,10.55800000,2.00,15491,85
2808,5,101,resolved,"2022-11-01 13:30:00","2022-11-05 13:30:00",11,4,3,2022,35.71000000,10.55800000,2.00,15491,85
2953,2,101,resolved,"2023-04-13 06:09:00","2023-04-19 06:09:00",4,2,5,2023,35.71000000,10.55800000,2.00,15491,85
3198,2,101,reported,"2022-01-05 18:20:00",,1,1,4,2022,35.71000000,10.55800000,2.00,15491,85
